time,fraction_a,fraction_b,fraction_c
1496,0.234,0.4464,0.3196
1497,0.2344,0.4464,0.3192
1498,0.236,0.4468,0.3172
1499,0.2364,0.4476,0.316
1500,0.2384,0.4476,0.314
1501,0.2392,0.4484,0.3124
1502,0.2396,0.4496,0.3108
1503,0.2396,0.4512,0.3092
1504,0.2404,0.452,0.3076
1505,0.2412,0.4532,0.3056
1506,0.2424,0.4532,0.3044
1507,0.242,0.4548,0.3032
1508,0.2416,0.4568,0.3016
1509,0.2424,0.4568,0.3008
1510,0.2432,0.4568,0.3
1511,0.2444,0.4568,0.2988
1512,0.2448,0.4572,0.298
1513,0.2448,0.4608,0.2944
1514,0.246,0.4624,0.2916
1515,0.246,0.4652,0.2888
1516,0.2472,0.4656,0.2872
1517,0.2492,0.4644,0.2864
1518,0.2488,0.4684,0.2828
1519,0.2504,0.468,0.2816
1520,0.2504,0.47,0.2796
1521,0.2504,0.4728,0.2768
1522,0.25,0.4764,0.2736
1523,0.2508,0.4764,0.2728
1524,0.2504,0.4788,0.2708
1525,0.2516,0.4812,0.2672
1526,0.2512,0.4836,0.2652
1527,0.252,0.4844,0.2636
1528,0.2528,0.4856,0.2616
1529,0.2544,0.4868,0.2588
1530,0.2548,0.488,0.2572
1531,0.2556,0.4896,0.2548
1532,0.2568,0.4912,0.252
1533,0.2572,0.4952,0.2476
1534,0.258,0.496,0.246
1535,0.2584,0.498,0.2436
1536,0.2596,0.5,0.2404
1537,0.2604,0.5008,0.2388
1538,0.262,0.502,0.236
1539,0.2616,0.504,0.2344
1540,0.262,0.51,0.228
1541,0.262,0.5112,0.2268
1542,0.2616,0.514,0.2244
1543,0.2632,0.5132,0.2236
1544,0.2632,0.514,0.2228
1545,0.2636,0.516,0.2204
1546,0.2656,0.5156,0.2188
1547,0.266,0.516,0.218
1548,0.266,0.5156,0.2184
1549,0.2668,0.5164,0.2168
1550,0.2676,0.5152,0.2172
1551,0.2676,0.5164,0.216
1552,0.268,0.5168,0.2152
1553,0.27,0.5156,0.2144
1554,0.2704,0.5156,0.214
1555,0.2708,0.5176,0.2116
1556,0.2724,0.5172,0.2104
1557,0.2732,0.5176,0.2092
1558,0.2732,0.518,0.2088
1559,0.2744,0.5176,0.208
1560,0.2748,0.518,0.2072
1561,0.2748,0.5176,0.2076
1562,0.2756,0.5176,0.2068
1563,0.2748,0.518,0.2072
1564,0.2764,0.5176,0.206
1565,0.2772,0.5172,0.2056
1566,0.278,0.5164,0.2056
1567,0.2784,0.516,0.2056
1568,0.2796,0.5164,0.204
1569,0.2808,0.5164,0.2028
1570,0.2812,0.5172,0.2016
1571,0.2836,0.5156,0.2008
1572,0.2836,0.5168,0.1996
1573,0.2844,0.5156,0.2
1574,0.284,0.5168,0.1992
1575,0.284,0.5172,0.1988
1576,0.284,0.5172,0.1988
1577,0.2856,0.5168,0.1976
1578,0.286,0.5164,0.1976
1579,0.2872,0.5148,0.198
1580,0.2884,0.5152,0.1964
1581,0.2884,0.516,0.1956
1582,0.2888,0.5164,0.1948
1583,0.2896,0.516,0.1944
1584,0.2904,0.5164,0.1932
1585,0.2908,0.5164,0.1928
1586,0.2908,0.5164,0.1928
1587,0.2924,0.516,0.1916
1588,0.292,0.516,0.192
1589,0.2932,0.5148,0.192
1590,0.2952,0.514,0.1908
1591,0.2952,0.5144,0.1904
1592,0.2952,0.5144,0.1904
1593,0.2964,0.5148,0.1888
1594,0.2972,0.5148,0.188
1595,0.2992,0.5136,0.1872
1596,0.2996,0.5136,0.1868
1597,0.2996,0.514,0.1864
1598,0.3004,0.514,0.1856
1599,0.2996,0.5156,0.1848
1600,0.2992,0.5152,0.1856
1601,0.3012,0.5136,0.1852
1602,0.302,0.5132,0.1848
1603,0.3028,0.5128,0.1844
1604,0.304,0.514,0.182
1605,0.3056,0.5128,0.1816
1606,0.3056,0.5132,0.1812
1607,0.3068,0.5124,0.1808
1608,0.3076,0.5116,0.1808
1609,0.3088,0.5116,0.1796
1610,0.3092,0.5128,0.178
1611,0.3104,0.5128,0.1768
1612,0.3116,0.5124,0.176
1613,0.312,0.5132,0.1748
1614,0.3128,0.5132,0.174
1615,0.3144,0.5128,0.1728
1616,0.316,0.5112,0.1728
1617,0.3164,0.512,0.1716
1618,0.318,0.5116,0.1704
1619,0.3196,0.5104,0.17
1620,0.3196,0.5116,0.1688
1621,0.32,0.5124,0.1676
1622,0.32,0.5128,0.1672
1623,0.3208,0.5128,0.1664
1624,0.3216,0.5136,0.1648
1625,0.3232,0.5124,0.1644
1626,0.324,0.5132,0.1628
1627,0.3252,0.5128,0.162
1628,0.3284,0.5104,0.1612
1629,0.3296,0.5124,0.158
1630,0.33,0.514,0.156
1631,0.3308,0.5132,0.156
1632,0.3308,0.5132,0.156
1633,0.332,0.5116,0.1564
1634,0.3336,0.512,0.1544
1635,0.3356,0.5108,0.1536
1636,0.3376,0.5112,0.1512
1637,0.3392,0.5108,0.15
1638,0.3408,0.51,0.1492
1639,0.3412,0.5104,0.1484
1640,0.3436,0.5088,0.1476
1641,0.344,0.5084,0.1476
1642,0.3444,0.5092,0.1464
1643,0.3448,0.5088,0.1464
1644,0.3476,0.5068,0.1456
1645,0.3504,0.5044,0.1452
1646,0.3516,0.5044,0.144
1647,0.3532,0.5028,0.144
1648,0.3552,0.502,0.1428
1649,0.3568,0.5016,0.1416
1650,0.358,0.5004,0.1416
1651,0.3604,0.4984,0.1412
1652,0.3628,0.4968,0.1404
1653,0.3636,0.4972,0.1392
1654,0.3656,0.4956,0.1388
1655,0.368,0.4928,0.1392
1656,0.3708,0.4908,0.1384
1657,0.3724,0.49,0.1376
1658,0.374,0.4884,0.1376
1659,0.3752,0.4876,0.1372
1660,0.376,0.4876,0.1364
1661,0.3772,0.4876,0.1352
1662,0.3784,0.4876,0.134
1663,0.3788,0.4864,0.1348
1664,0.3816,0.4828,0.1356
1665,0.3828,0.4824,0.1348
1666,0.3828,0.4828,0.1344
1667,0.386,0.48,0.134
1668,0.386,0.48,0.134
1669,0.386,0.4816,0.1324
1670,0.3896,0.48,0.1304
1671,0.39,0.4792,0.1308
1672,0.3908,0.478,0.1312
1673,0.394,0.4768,0.1292
1674,0.3956,0.4748,0.1296
1675,0.3964,0.474,0.1296
1676,0.3976,0.474,0.1284
1677,0.398,0.4744,0.1276
1678,0.3984,0.4748,0.1268
1679,0.4,0.4736,0.1264
1680,0.4024,0.4712,0.1264
1681,0.404,0.4696,0.1264
1682,0.4052,0.4688,0.126
1683,0.4072,0.4664,0.1264
1684,0.408,0.4652,0.1268
1685,0.408,0.466,0.126
1686,0.408,0.4652,0.1268
1687,0.4084,0.4648,0.1268
1688,0.4104,0.4632,0.1264
1689,0.4116,0.4628,0.1256
1690,0.4124,0.4632,0.1244
1691,0.414,0.4624,0.1236
1692,0.4144,0.4612,0.1244
1693,0.4152,0.4608,0.124
1694,0.4168,0.4592,0.124
1695,0.4172,0.4592,0.1236
1696,0.418,0.4572,0.1248
1697,0.4204,0.4548,0.1248
1698,0.4248,0.4516,0.1236
1699,0.426,0.4524,0.1216
1700,0.4264,0.4516,0.122
1701,0.426,0.4528,0.1212
1702,0.4264,0.452,0.1216
1703,0.4256,0.4516,0.1228
1704,0.4268,0.45,0.1232
1705,0.4276,0.4484,0.124
1706,0.4284,0.4476,0.124
1707,0.4284,0.4468,0.1248
1708,0.428,0.4484,0.1236
1709,0.4296,0.4472,0.1232
1710,0.4308,0.4468,0.1224
1711,0.4328,0.4448,0.1224
1712,0.4352,0.4428,0.122
1713,0.4352,0.442,0.1228
1714,0.4372,0.4404,0.1224
1715,0.4376,0.44,0.1224
1716,0.438,0.4384,0.1236
1717,0.438,0.438,0.124
1718,0.4388,0.4368,0.1244
1719,0.4404,0.4356,0.124
1720,0.44,0.4344,0.1256
1721,0.4412,0.4324,0.1264
1722,0.4408,0.4324,0.1268
1723,0.4424,0.4312,0.1264
1724,0.4416,0.432,0.1264
1725,0.4424,0.4312,0.1264
1726,0.4436,0.4296,0.1268
1727,0.4448,0.4296,0.1256
1728,0.444,0.4292,0.1268
1729,0.4464,0.4272,0.1264
1730,0.4484,0.4256,0.126
1731,0.4492,0.4252,0.1256
1732,0.4516,0.422,0.1264
1733,0.4524,0.4208,0.1268
1734,0.452,0.4204,0.1276
1735,0.452,0.4208,0.1272
1736,0.452,0.4204,0.1276
1737,0.4524,0.4196,0.128
1738,0.4508,0.4192,0.13
1739,0.4532,0.4168,0.13
1740,0.4524,0.4164,0.1312
1741,0.4524,0.416,0.1316
1742,0.4532,0.414,0.1328
1743,0.4528,0.4144,0.1328
1744,0.4532,0.4136,0.1332
1745,0.4536,0.412,0.1344
1746,0.4532,0.412,0.1348
1747,0.4544,0.4092,0.1364
1748,0.4552,0.408,0.1368
1749,0.4568,0.406,0.1372
1750,0.4588,0.4036,0.1376
1751,0.46,0.402,0.138
1752,0.4596,0.4012,0.1392
1753,0.4572,0.402,0.1408
1754,0.4564,0.4004,0.1432
1755,0.4568,0.3992,0.144
1756,0.4576,0.3984,0.144
1757,0.4564,0.3976,0.146
1758,0.4532,0.398,0.1488
1759,0.4536,0.3948,0.1516
1760,0.4548,0.3928,0.1524
1761,0.4564,0.3912,0.1524
1762,0.4556,0.3904,0.154
1763,0.4548,0.39,0.1552
1764,0.454,0.3896,0.1564
1765,0.4544,0.388,0.1576
1766,0.4544,0.3868,0.1588
1767,0.4544,0.3852,0.1604
1768,0.4548,0.3844,0.1608
1769,0.4556,0.3828,0.1616
1770,0.4552,0.3824,0.1624
1771,0.456,0.3812,0.1628
1772,0.4544,0.3816,0.164
1773,0.4544,0.3796,0.166
1774,0.4536,0.3792,0.1672
1775,0.456,0.376,0.168
1776,0.4548,0.376,0.1692
1777,0.4552,0.376,0.1688
1778,0.4552,0.3752,0.1696
1779,0.4564,0.3724,0.1712
1780,0.4576,0.3708,0.1716
1781,0.4568,0.37,0.1732
1782,0.4572,0.3692,0.1736
1783,0.4576,0.3684,0.174
1784,0.46,0.3664,0.1736
1785,0.4608,0.364,0.1752
1786,0.4616,0.3624,0.176
1787,0.4624,0.3608,0.1768
1788,0.4628,0.3604,0.1768
1789,0.4648,0.3576,0.1776
1790,0.4648,0.3568,0.1784
1791,0.4648,0.3556,0.1796
1792,0.4656,0.3544,0.18
1793,0.466,0.3536,0.1804
1794,0.4668,0.352,0.1812
1795,0.4656,0.3512,0.1832
1796,0.4664,0.3504,0.1832
1797,0.468,0.348,0.184
1798,0.4684,0.3464,0.1852
1799,0.4684,0.3448,0.1868
1800,0.4696,0.3436,0.1868
1801,0.4704,0.3428,0.1868
1802,0.47,0.342,0.188
1803,0.472,0.3392,0.1888
1804,0.472,0.3384,0.1896
1805,0.4736,0.3372,0.1892
1806,0.4744,0.3352,0.1904
1807,0.4736,0.3352,0.1912
1808,0.4772,0.332,0.1908
1809,0.4772,0.3304,0.1924
1810,0.4776,0.3284,0.194
1811,0.4784,0.3268,0.1948
1812,0.4788,0.3256,0.1956
1813,0.4796,0.3244,0.196
1814,0.4808,0.3228,0.1964
1815,0.4816,0.3204,0.198
1816,0.4828,0.3196,0.1976
1817,0.4836,0.318,0.1984
1818,0.4844,0.3172,0.1984
1819,0.4848,0.316,0.1992
1820,0.4852,0.3144,0.2004
1821,0.4848,0.3132,0.202
1822,0.4856,0.3112,0.2032
1823,0.4872,0.3088,0.204
1824,0.4896,0.306,0.2044
1825,0.49,0.3056,0.2044
1826,0.492,0.306,0.202
1827,0.4968,0.3012,0.202
1828,0.4968,0.3,0.2032
1829,0.4968,0.2988,0.2044
1830,0.4976,0.2972,0.2052
1831,0.4988,0.2948,0.2064
1832,0.4984,0.2944,0.2072
1833,0.5004,0.2924,0.2072
1834,0.5008,0.2904,0.2088
1835,0.5016,0.2888,0.2096
1836,0.5028,0.2864,0.2108
1837,0.5024,0.2856,0.212
1838,0.504,0.2836,0.2124
1839,0.5056,0.2812,0.2132
1840,0.5072,0.2776,0.2152
1841,0.5092,0.2752,0.2156
1842,0.5112,0.2736,0.2152
1843,0.512,0.2708,0.2172
1844,0.5132,0.2684,0.2184
1845,0.5136,0.2676,0.2188
1846,0.516,0.2664,0.2176
1847,0.5164,0.2652,0.2184
1848,0.5196,0.2612,0.2192
1849,0.5192,0.2608,0.22
1850,0.52,0.2592,0.2208
1851,0.5204,0.2572,0.2224
1852,0.5232,0.2544,0.2224
1853,0.5264,0.2508,0.2228
1854,0.5276,0.248,0.2244
1855,0.5308,0.244,0.2252
1856,0.534,0.2408,0.2252
1857,0.5344,0.2388,0.2268
1858,0.538,0.234,0.228
1859,0.5392,0.2316,0.2292
1860,0.5432,0.2264,0.2304
1861,0.5448,0.2244,0.2308
1862,0.546,0.2228,0.2312
1863,0.5476,0.2208,0.2316
1864,0.5492,0.2176,0.2332
1865,0.5508,0.2156,0.2336
1866,0.5524,0.2128,0.2348
1867,0.5556,0.21,0.2344
1868,0.558,0.2064,0.2356
1869,0.56,0.2032,0.2368
1870,0.5604,0.2028,0.2368
1871,0.564,0.1992,0.2368
1872,0.5668,0.1964,0.2368
1873,0.5684,0.1944,0.2372
1874,0.5696,0.1908,0.2396
1875,0.5736,0.186,0.2404
1876,0.578,0.1804,0.2416
1877,0.5796,0.1776,0.2428
1878,0.582,0.1752,0.2428
1879,0.5848,0.172,0.2432
1880,0.5876,0.1688,0.2436
1881,0.592,0.1644,0.2436
1882,0.5948,0.16,0.2452
1883,0.5948,0.1588,0.2464
1884,0.5964,0.156,0.2476
1885,0.5984,0.1528,0.2488
1886,0.5992,0.1516,0.2492
1887,0.5984,0.1524,0.2492
1888,0.5972,0.1528,0.25
1889,0.5976,0.1516,0.2508
1890,0.5984,0.15,0.2516
1891,0.5976,0.1504,0.252
1892,0.5988,0.1484,0.2528
1893,0.5968,0.1488,0.2544
1894,0.5976,0.1476,0.2548
1895,0.598,0.1464,0.2556
1896,0.5996,0.1444,0.256
1897,0.598,0.1436,0.2584
1898,0.598,0.1432,0.2588
1899,0.5972,0.1428,0.26
1900,0.5972,0.142,0.2608
1901,0.5964,0.1412,0.2624
1902,0.5968,0.14,0.2632
1903,0.5952,0.1392,0.2656
1904,0.5956,0.1388,0.2656
1905,0.5956,0.138,0.2664
1906,0.5952,0.1364,0.2684
1907,0.5956,0.136,0.2684
1908,0.5968,0.1344,0.2688
1909,0.5984,0.132,0.2696
1910,0.598,0.1324,0.2696
1911,0.598,0.132,0.27
1912,0.5972,0.132,0.2708
1913,0.5948,0.1328,0.2724
1914,0.5928,0.1336,0.2736
1915,0.594,0.1324,0.2736
1916,0.5936,0.1312,0.2752
1917,0.5932,0.1308,0.276
1918,0.5932,0.1304,0.2764
1919,0.5928,0.1296,0.2776
1920,0.5924,0.1296,0.278
1921,0.5928,0.128,0.2792
1922,0.592,0.128,0.28
1923,0.5924,0.1264,0.2812
1924,0.5924,0.1256,0.282
1925,0.5924,0.1244,0.2832
1926,0.5928,0.1244,0.2828
1927,0.592,0.1236,0.2844
1928,0.5924,0.1228,0.2848
1929,0.5932,0.122,0.2848
1930,0.5912,0.122,0.2868
1931,0.5908,0.1216,0.2876
1932,0.5904,0.1204,0.2892
1933,0.5916,0.1192,0.2892
1934,0.592,0.1188,0.2892
1935,0.5912,0.1192,0.2896
1936,0.5888,0.1188,0.2924
1937,0.5872,0.1176,0.2952
1938,0.5864,0.1172,0.2964
1939,0.5852,0.1176,0.2972
1940,0.5856,0.116,0.2984
1941,0.584,0.116,0.3
1942,0.5832,0.1156,0.3012
1943,0.5828,0.1156,0.3016
1944,0.5828,0.1152,0.302
1945,0.5816,0.1144,0.304
1946,0.5812,0.114,0.3048
1947,0.5816,0.1136,0.3048
1948,0.5816,0.1128,0.3056
1949,0.5804,0.112,0.3076
1950,0.5804,0.1104,0.3092
1951,0.5788,0.1104,0.3108
1952,0.578,0.1108,0.3112
1953,0.5776,0.1104,0.312
1954,0.5772,0.1104,0.3124
1955,0.5776,0.11,0.3124
1956,0.5756,0.1092,0.3152
1957,0.5744,0.1088,0.3168
1958,0.5736,0.1088,0.3176
1959,0.5736,0.1096,0.3168
1960,0.5716,0.108,0.3204
1961,0.5708,0.1076,0.3216
1962,0.5716,0.1064,0.322
1963,0.572,0.106,0.322
1964,0.57,0.106,0.324
1965,0.57,0.1056,0.3244
1966,0.5692,0.1056,0.3252
1967,0.568,0.1056,0.3264
1968,0.5664,0.1036,0.33
1969,0.5644,0.1036,0.332
1970,0.5636,0.1044,0.332
1971,0.5636,0.1036,0.3328
1972,0.5624,0.102,0.3356
1973,0.5604,0.1016,0.338
1974,0.5588,0.1012,0.34
1975,0.558,0.1008,0.3412
1976,0.5576,0.1012,0.3412
1977,0.556,0.1016,0.3424
1978,0.5548,0.1012,0.344
1979,0.5532,0.102,0.3448
1980,0.5524,0.102,0.3456
1981,0.5528,0.1012,0.346
1982,0.5512,0.1008,0.348
1983,0.5512,0.1,0.3488
1984,0.5504,0.1008,0.3488
1985,0.5504,0.1,0.3496
1986,0.5492,0.0992,0.3516
1987,0.5464,0.0992,0.3544
1988,0.5456,0.0992,0.3552
1989,0.5428,0.0992,0.358
1990,0.542,0.0984,0.3596
1991,0.5416,0.0976,0.3608
1992,0.5412,0.0972,0.3616
1993,0.54,0.0972,0.3628
1994,0.5396,0.098,0.3624
1995,0.5376,0.0972,0.3652
1996,0.5348,0.096,0.3692
1997,0.5324,0.0956,0.372
1998,0.5292,0.0948,0.376
1999,0.5264,0.0948,0.3788
2000,0.5244,0.0952,0.3804
2001,0.5232,0.0956,0.3812
2002,0.5212,0.096,0.3828
2003,0.5188,0.0968,0.3844
2004,0.518,0.0964,0.3856
2005,0.5144,0.0964,0.3892
2006,0.5116,0.0956,0.3928
2007,0.5092,0.0948,0.396
2008,0.5072,0.0944,0.3984
2009,0.506,0.094,0.4
2010,0.504,0.0944,0.4016
2011,0.5024,0.094,0.4036
2012,0.5012,0.0944,0.4044
2013,0.5,0.094,0.406
2014,0.4984,0.0936,0.408
2015,0.4972,0.094,0.4088
2016,0.4952,0.0948,0.41
2017,0.4928,0.0944,0.4128
2018,0.492,0.0936,0.4144
2019,0.4916,0.0924,0.416
2020,0.4904,0.092,0.4176
2021,0.4876,0.0916,0.4208
2022,0.4852,0.0916,0.4232
2023,0.4828,0.0932,0.424
2024,0.482,0.0936,0.4244
2025,0.4792,0.0936,0.4272
2026,0.478,0.094,0.428
2027,0.4764,0.0944,0.4292
2028,0.4748,0.0948,0.4304
2029,0.4736,0.094,0.4324
2030,0.4708,0.0932,0.436
2031,0.4704,0.0932,0.4364
2032,0.47,0.0928,0.4372
2033,0.4684,0.0928,0.4388
2034,0.4664,0.0928,0.4408
2035,0.4648,0.0928,0.4424
2036,0.4632,0.0924,0.4444
2037,0.4616,0.0932,0.4452
2038,0.4608,0.0932,0.446
2039,0.4588,0.094,0.4472
2040,0.4564,0.0936,0.45
2041,0.456,0.0936,0.4504
2042,0.4556,0.0932,0.4512
2043,0.454,0.0928,0.4532
2044,0.4528,0.094,0.4532
2045,0.4504,0.0948,0.4548
2046,0.4484,0.0956,0.456
2047,0.4472,0.0952,0.4576
2048,0.4464,0.096,0.4576
2049,0.4452,0.096,0.4588
2050,0.444,0.0956,0.4604
2051,0.4408,0.0956,0.4636
2052,0.4392,0.0952,0.4656
2053,0.4376,0.0952,0.4672
2054,0.4356,0.0956,0.4688
2055,0.4332,0.096,0.4708
2056,0.4316,0.0956,0.4728
2057,0.4316,0.096,0.4724
2058,0.43,0.0968,0.4732
2059,0.4296,0.096,0.4744
2060,0.428,0.096,0.476
2061,0.4268,0.096,0.4772
2062,0.4248,0.0964,0.4788
2063,0.4228,0.0968,0.4804
2064,0.4204,0.0976,0.482
2065,0.4212,0.098,0.4808
2066,0.4216,0.0984,0.48
2067,0.4196,0.0988,0.4816
2068,0.4192,0.0988,0.482
2069,0.416,0.0984,0.4856
2070,0.4148,0.098,0.4872
2071,0.4116,0.0976,0.4908
2072,0.4096,0.0972,0.4932
2073,0.4092,0.0968,0.494
2074,0.4088,0.098,0.4932
2075,0.406,0.0984,0.4956
2076,0.4048,0.0984,0.4968
2077,0.4036,0.098,0.4984
2078,0.4032,0.0988,0.498
2079,0.4016,0.0988,0.4996
2080,0.4016,0.0988,0.4996
2081,0.3992,0.0992,0.5016
2082,0.398,0.0992,0.5028
2083,0.3936,0.0996,0.5068
2084,0.392,0.1,0.508
2085,0.3908,0.1012,0.508
2086,0.3904,0.102,0.5076
2087,0.3896,0.1016,0.5088
2088,0.388,0.1016,0.5104
2089,0.3876,0.1016,0.5108
2090,0.3872,0.1008,0.512
2091,0.3852,0.102,0.5128
2092,0.382,0.1028,0.5152
2093,0.3808,0.1032,0.516
2094,0.3792,0.104,0.5168
2095,0.378,0.1036,0.5184
2096,0.3772,0.104,0.5188
2097,0.3756,0.1052,0.5192
2098,0.376,0.1048,0.5192
2099,0.3736,0.1056,0.5208
2100,0.3728,0.1064,0.5208
2101,0.3704,0.1072,0.5224
2102,0.3672,0.1076,0.5252
2103,0.364,0.1068,0.5292
2104,0.3636,0.1068,0.5296
2105,0.3632,0.1064,0.5304
2106,0.3628,0.1068,0.5304
2107,0.3612,0.1072,0.5316
2108,0.3592,0.1076,0.5332
2109,0.3584,0.108,0.5336
2110,0.358,0.1084,0.5336
2111,0.356,0.1092,0.5348
2112,0.3552,0.1096,0.5352
2113,0.3544,0.1108,0.5348
2114,0.35,0.1108,0.5392
2115,0.3484,0.1116,0.54
2116,0.3472,0.1124,0.5404
2117,0.3456,0.1128,0.5416
2118,0.3432,0.1132,0.5436
2119,0.3416,0.1136,0.5448
2120,0.3404,0.1144,0.5452
2121,0.3384,0.114,0.5476
2122,0.3356,0.1136,0.5508
2123,0.3352,0.1152,0.5496
2124,0.3344,0.1152,0.5504
2125,0.3332,0.114,0.5528
2126,0.3332,0.114,0.5528
2127,0.3328,0.1144,0.5528
2128,0.3312,0.1156,0.5532
2129,0.3284,0.116,0.5556
2130,0.3272,0.1172,0.5556
2131,0.326,0.1176,0.5564
2132,0.3236,0.1176,0.5588
2133,0.3216,0.1196,0.5588
2134,0.3212,0.12,0.5588
2135,0.3196,0.12,0.5604
2136,0.318,0.1216,0.5604
2137,0.3156,0.1224,0.562
2138,0.3132,0.1228,0.564
2139,0.312,0.1228,0.5652
2140,0.3108,0.124,0.5652
2141,0.308,0.1256,0.5664
2142,0.3052,0.1256,0.5692
2143,0.304,0.1256,0.5704
2144,0.3008,0.1268,0.5724
2145,0.3008,0.1256,0.5736
2146,0.3,0.1252,0.5748
2147,0.2988,0.1252,0.576
2148,0.298,0.1252,0.5768
2149,0.2964,0.1264,0.5772
2150,0.2956,0.1268,0.5776
2151,0.2928,0.1272,0.58
2152,0.2928,0.128,0.5792
2153,0.2908,0.1284,0.5808
2154,0.2904,0.128,0.5816
2155,0.2892,0.1288,0.582
2156,0.2852,0.1292,0.5856
2157,0.2824,0.13,0.5876
2158,0.2808,0.13,0.5892
2159,0.2776,0.1316,0.5908
2160,0.2756,0.1332,0.5912
2161,0.2728,0.1336,0.5936
2162,0.2704,0.1344,0.5952
2163,0.268,0.1348,0.5972
2164,0.266,0.1352,0.5988
2165,0.264,0.1368,0.5992
2166,0.2612,0.138,0.6008
2167,0.2608,0.1388,0.6004
2168,0.2584,0.138,0.6036
2169,0.2588,0.138,0.6032
2170,0.2584,0.1388,0.6028
2171,0.2568,0.1396,0.6036
2172,0.2552,0.14,0.6048
2173,0.2536,0.1404,0.606
2174,0.2516,0.1408,0.6076
2175,0.2476,0.1408,0.6116
2176,0.2436,0.1416,0.6148
2177,0.2404,0.1424,0.6172
2178,0.236,0.1432,0.6208
2179,0.2344,0.1432,0.6224
2180,0.2312,0.144,0.6248
2181,0.2296,0.1448,0.6256
2182,0.2276,0.1464,0.626
2183,0.2268,0.1472,0.626
2184,0.2248,0.1468,0.6284
2185,0.2188,0.148,0.6332
2186,0.216,0.1484,0.6356
2187,0.2132,0.1492,0.6376
2188,0.2108,0.15,0.6392
2189,0.2084,0.1508,0.6408
2190,0.2048,0.1516,0.6436
2191,0.2028,0.1532,0.644
2192,0.1968,0.1536,0.6496
2193,0.1956,0.1552,0.6492
2194,0.1928,0.1556,0.6516
2195,0.184,0.1552,0.6608
2196,0.1824,0.1568,0.6608
2197,0.18,0.1576,0.6624
2198,0.178,0.158,0.664
2199,0.1724,0.158,0.6696
2200,0.1712,0.1588,0.67
2201,0.1688,0.1588,0.6724
2202,0.1652,0.1596,0.6752
2203,0.1628,0.16,0.6772
2204,0.1596,0.1612,0.6792
2205,0.156,0.1624,0.6816
2206,0.152,0.1628,0.6852
2207,0.1508,0.1628,0.6864
2208,0.1484,0.1636,0.688
2209,0.1464,0.1644,0.6892
2210,0.1436,0.1656,0.6908
2211,0.1408,0.1668,0.6924
2212,0.136,0.1672,0.6968
2213,0.1356,0.1688,0.6956
2214,0.1324,0.1704,0.6972
2215,0.1316,0.17,0.6984
2216,0.1304,0.1712,0.6984
2217,0.1284,0.1716,0.7
2218,0.126,0.1724,0.7016
2219,0.124,0.1724,0.7036
2220,0.122,0.1728,0.7052
2221,0.1204,0.1732,0.7064
