time,fraction_a,fraction_b,fraction_c
2949,0.724,0.1044,0.1716
2950,0.728,0.0996,0.1724
2951,0.732,0.0948,0.1732
2952,0.7328,0.0916,0.1756
2953,0.7384,0.0856,0.176
2954,0.7428,0.0808,0.1764
2955,0.7448,0.0784,0.1768
2956,0.7472,0.0752,0.1776
2957,0.7512,0.0708,0.178
2958,0.7528,0.0676,0.1796
2959,0.7564,0.0632,0.1804
2960,0.7588,0.06,0.1812
2961,0.7616,0.0564,0.182
2962,0.7608,0.0544,0.1848
2963,0.7628,0.0512,0.186
2964,0.7612,0.0512,0.1876
2965,0.762,0.048,0.19
2966,0.764,0.0448,0.1912
2967,0.7648,0.0436,0.1916
2968,0.7648,0.0424,0.1928
2969,0.7656,0.04,0.1944
2970,0.7672,0.0384,0.1944
2971,0.7676,0.0368,0.1956
2972,0.7704,0.034,0.1956
2973,0.7684,0.034,0.1976
2974,0.7692,0.0316,0.1992
2975,0.7688,0.03,0.2012
2976,0.7704,0.028,0.2016
2977,0.77,0.0276,0.2024
2978,0.7708,0.0264,0.2028
2979,0.7692,0.0252,0.2056
2980,0.7696,0.0236,0.2068
2981,0.7704,0.0212,0.2084
2982,0.7688,0.0204,0.2108
2983,0.7692,0.0192,0.2116
2984,0.77,0.0176,0.2124
2985,0.7684,0.0172,0.2144
2986,0.7696,0.0156,0.2148
2987,0.7704,0.014,0.2156
2988,0.7704,0.0124,0.2172
2989,0.7692,0.0116,0.2192
2990,0.7684,0.0116,0.22
2991,0.7676,0.0116,0.2208
2992,0.7672,0.0116,0.2212
2993,0.7668,0.0116,0.2216
2994,0.7648,0.0116,0.2236
2995,0.7644,0.0116,0.224
2996,0.7624,0.0116,0.226
2997,0.7604,0.0116,0.228
2998,0.7584,0.0116,0.23
2999,0.7564,0.0116,0.232
3000,0.7556,0.0116,0.2328
3001,0.7548,0.012,0.2332
3002,0.7532,0.0124,0.2344
3003,0.752,0.0128,0.2352
3004,0.7512,0.0128,0.236
3005,0.75,0.0124,0.2376
3006,0.7476,0.0124,0.24
3007,0.7464,0.0124,0.2412
3008,0.7452,0.0124,0.2424
3009,0.7452,0.0124,0.2424
3010,0.7432,0.0124,0.2444
3011,0.7408,0.0124,0.2468
3012,0.7384,0.0124,0.2492
3013,0.7368,0.0124,0.2508
3014,0.7356,0.0124,0.252
3015,0.7328,0.0124,0.2548
3016,0.732,0.0124,0.2556
3017,0.7316,0.012,0.2564
3018,0.7292,0.012,0.2588
3019,0.728,0.0112,0.2608
3020,0.7268,0.0116,0.2616
3021,0.7264,0.0112,0.2624
3022,0.7248,0.0112,0.264
3023,0.7244,0.0112,0.2644
3024,0.7228,0.012,0.2652
3025,0.7224,0.012,0.2656
3026,0.72,0.0112,0.2688
3027,0.7172,0.0112,0.2716
3028,0.7168,0.0108,0.2724
3029,0.716,0.0108,0.2732
3030,0.714,0.0108,0.2752
3031,0.7112,0.0108,0.278
3032,0.7096,0.0108,0.2796
3033,0.7068,0.0112,0.282
3034,0.7052,0.0112,0.2836
3035,0.7024,0.0116,0.286
3036,0.7008,0.012,0.2872
3037,0.7,0.0124,0.2876
3038,0.6976,0.0124,0.29
3039,0.6964,0.0124,0.2912
3040,0.694,0.0124,0.2936
3041,0.6936,0.0124,0.294
3042,0.6928,0.0124,0.2948
3043,0.6912,0.0124,0.2964
3044,0.6904,0.0124,0.2972
3045,0.6888,0.0124,0.2988
3046,0.686,0.0124,0.3016
3047,0.6828,0.0124,0.3048
3048,0.6792,0.0124,0.3084
3049,0.6772,0.0124,0.3104
3050,0.6752,0.0128,0.312
3051,0.6736,0.0128,0.3136
3052,0.6716,0.0128,0.3156
3053,0.6704,0.0136,0.316
3054,0.6688,0.0136,0.3176
3055,0.6672,0.014,0.3188
3056,0.6644,0.0144,0.3212
3057,0.662,0.0144,0.3236
3058,0.6608,0.0144,0.3248
3059,0.6596,0.0144,0.326
3060,0.6576,0.0144,0.328
3061,0.6572,0.0144,0.3284
3062,0.656,0.0152,0.3288
3063,0.6548,0.0152,0.33
3064,0.6512,0.0156,0.3332
3065,0.6476,0.016,0.3364
3066,0.6444,0.016,0.3396
3067,0.642,0.016,0.342
3068,0.64,0.0156,0.3444
3069,0.6384,0.0156,0.346
3070,0.6352,0.016,0.3488
3071,0.6324,0.016,0.3516
3072,0.6304,0.016,0.3536
3073,0.6288,0.0164,0.3548
3074,0.6264,0.0164,0.3572
3075,0.6252,0.0168,0.358
3076,0.622,0.0176,0.3604
3077,0.6212,0.018,0.3608
3078,0.6184,0.0188,0.3628
3079,0.6168,0.0192,0.364
3080,0.6152,0.0192,0.3656
3081,0.6108,0.0192,0.37
3082,0.6092,0.0192,0.3716
3083,0.606,0.0192,0.3748
3084,0.6028,0.0192,0.378
3085,0.6004,0.02,0.3796
3086,0.5988,0.02,0.3812
3087,0.5964,0.0204,0.3832
3088,0.5928,0.0204,0.3868
3089,0.5908,0.0204,0.3888
3090,0.5888,0.0204,0.3908
3091,0.5864,0.0204,0.3932
3092,0.5852,0.0212,0.3936
3093,0.5804,0.0212,0.3984
3094,0.5776,0.0216,0.4008
3095,0.574,0.0224,0.4036
3096,0.57,0.0228,0.4072
3097,0.5652,0.0228,0.412
3098,0.5624,0.0228,0.4148
3099,0.5588,0.0228,0.4184
3100,0.5548,0.024,0.4212
3101,0.5516,0.0248,0.4236
3102,0.5488,0.0256,0.4256
3103,0.5468,0.0256,0.4276
3104,0.5436,0.026,0.4304
3105,0.5424,0.026,0.4316
3106,0.5384,0.026,0.4356
3107,0.536,0.0268,0.4372
3108,0.5328,0.0268,0.4404
3109,0.5312,0.028,0.4408
3110,0.5288,0.0284,0.4428
3111,0.524,0.0288,0.4472
3112,0.522,0.0288,0.4492
3113,0.518,0.0292,0.4528
3114,0.5168,0.0292,0.454
3115,0.5132,0.0292,0.4576
3116,0.5108,0.03,0.4592
3117,0.508,0.03,0.462
3118,0.5048,0.03,0.4652
3119,0.5012,0.0304,0.4684
3120,0.498,0.0304,0.4716
3121,0.4956,0.0308,0.4736
3122,0.4948,0.0308,0.4744
3123,0.4924,0.032,0.4756
3124,0.4904,0.0324,0.4772
3125,0.4884,0.0332,0.4784
3126,0.488,0.0332,0.4788
3127,0.4844,0.0344,0.4812
3128,0.4816,0.0356,0.4828
3129,0.478,0.0364,0.4856
3130,0.4732,0.0372,0.4896
3131,0.4724,0.0376,0.49
3132,0.4708,0.0376,0.4916
3133,0.4692,0.0376,0.4932
3134,0.4668,0.0376,0.4956
3135,0.464,0.038,0.498
3136,0.4632,0.0388,0.498
3137,0.4612,0.0392,0.4996
3138,0.458,0.0392,0.5028
3139,0.4556,0.0392,0.5052
3140,0.454,0.0392,0.5068
3141,0.4504,0.0396,0.51
3142,0.4472,0.04,0.5128
3143,0.4428,0.0412,0.516
3144,0.4404,0.0412,0.5184
3145,0.4376,0.0416,0.5208
3146,0.4372,0.0428,0.52
3147,0.4352,0.0444,0.5204
3148,0.4324,0.0448,0.5228
3149,0.4308,0.0448,0.5244
3150,0.4292,0.0448,0.526
3151,0.4276,0.0464,0.526
3152,0.4252,0.0476,0.5272
3153,0.4232,0.0484,0.5284
3154,0.4212,0.0492,0.5296
3155,0.4192,0.0492,0.5316
3156,0.4164,0.0496,0.534
3157,0.4144,0.05,0.5356
3158,0.4128,0.0508,0.5364
3159,0.4096,0.052,0.5384
3160,0.4064,0.0536,0.54
3161,0.4048,0.0536,0.5416
3162,0.402,0.054,0.544
3163,0.4008,0.054,0.5452
3164,0.3976,0.0544,0.548
3165,0.394,0.0552,0.5508
3166,0.3932,0.0552,0.5516
3167,0.3904,0.056,0.5536
3168,0.3888,0.0568,0.5544
3169,0.386,0.058,0.556
3170,0.384,0.0588,0.5572
3171,0.3808,0.0588,0.5604
3172,0.38,0.0588,0.5612
3173,0.3764,0.0596,0.564
3174,0.374,0.0608,0.5652
3175,0.3728,0.0624,0.5648
3176,0.3716,0.0632,0.5652
3177,0.3704,0.064,0.5656
3178,0.368,0.0652,0.5668
3179,0.3668,0.066,0.5672
3180,0.3644,0.0664,0.5692
3181,0.3632,0.0664,0.5704
3182,0.3596,0.0672,0.5732
3183,0.3568,0.0676,0.5756
3184,0.3548,0.0676,0.5776
3185,0.3516,0.068,0.5804
3186,0.3492,0.0684,0.5824
3187,0.3472,0.0684,0.5844
3188,0.3448,0.0696,0.5856
3189,0.3412,0.07,0.5888
3190,0.3388,0.0704,0.5908
3191,0.3368,0.0712,0.592
3192,0.3352,0.0732,0.5916
3193,0.3336,0.0756,0.5908
3194,0.3324,0.076,0.5916
3195,0.33,0.0764,0.5936
3196,0.3284,0.0784,0.5932
3197,0.3268,0.0788,0.5944
3198,0.3252,0.0804,0.5944
3199,0.324,0.0804,0.5956
3200,0.3208,0.082,0.5972
3201,0.318,0.0828,0.5992
3202,0.3156,0.0836,0.6008
3203,0.3144,0.084,0.6016
3204,0.3104,0.0844,0.6052
3205,0.3088,0.0844,0.6068
3206,0.3064,0.0856,0.608
3207,0.3032,0.0872,0.6096
3208,0.3012,0.0876,0.6112
3209,0.3008,0.0888,0.6104
3210,0.2976,0.0892,0.6132
3211,0.2944,0.09,0.6156
3212,0.292,0.09,0.618
3213,0.29,0.0904,0.6196
3214,0.288,0.0908,0.6212
3215,0.2852,0.0916,0.6232
3216,0.2832,0.0944,0.6224
3217,0.282,0.0944,0.6236
3218,0.2808,0.0948,0.6244
3219,0.2788,0.0972,0.624
3220,0.276,0.0976,0.6264
3221,0.2732,0.098,0.6288
3222,0.2732,0.0984,0.6284
3223,0.2704,0.0992,0.6304
3224,0.268,0.102,0.63
3225,0.266,0.1032,0.6308
3226,0.2628,0.1044,0.6328
3227,0.26,0.1048,0.6352
3228,0.2568,0.1064,0.6368
3229,0.2536,0.1084,0.638
3230,0.2516,0.1088,0.6396
3231,0.2488,0.1096,0.6416
3232,0.2468,0.11,0.6432
3233,0.2448,0.11,0.6452
3234,0.242,0.1108,0.6472
3235,0.24,0.1112,0.6488
3236,0.238,0.1116,0.6504
3237,0.2372,0.1128,0.65
3238,0.236,0.1136,0.6504
3239,0.2332,0.1168,0.65
3240,0.2312,0.1176,0.6512
3241,0.2296,0.1188,0.6516
3242,0.226,0.1204,0.6536
3243,0.2216,0.1212,0.6572
3244,0.2188,0.1212,0.66
3245,0.216,0.122,0.662
3246,0.2132,0.124,0.6628
3247,0.2092,0.1244,0.6664
3248,0.206,0.1248,0.6692
3249,0.2028,0.1252,0.672
3250,0.2008,0.1276,0.6716
3251,0.2,0.1288,0.6712
3252,0.1976,0.1296,0.6728
3253,0.1968,0.1316,0.6716
3254,0.1948,0.132,0.6732
3255,0.1924,0.1332,0.6744
3256,0.1868,0.134,0.6792
3257,0.1824,0.1348,0.6828
3258,0.1784,0.136,0.6856
3259,0.1732,0.1364,0.6904
3260,0.1704,0.138,0.6916
3261,0.1692,0.14,0.6908
3262,0.1684,0.1424,0.6892
3263,0.1628,0.1424,0.6948
3264,0.1576,0.1436,0.6988
3265,0.152,0.1452,0.7028
3266,0.1428,0.1456,0.7116
3267,0.1404,0.1456,0.714
3268,0.1372,0.1468,0.716
3269,0.1316,0.1488,0.7196
3270,0.1272,0.15,0.7228
3271,0.1252,0.1512,0.7236
3272,0.1228,0.1524,0.7248
3273,0.1196,0.154,0.7264
3274,0.1152,0.1552,0.7296
3275,0.1124,0.1564,0.7312
3276,0.1108,0.1568,0.7324
3277,0.1096,0.1584,0.732
3278,0.1068,0.1588,0.7344
3279,0.1056,0.1596,0.7348
3280,0.1016,0.1612,0.7372
3281,0.0992,0.1628,0.738
3282,0.0968,0.1636,0.7396
3283,0.0956,0.1656,0.7388
3284,0.0936,0.166,0.7404
3285,0.0916,0.1672,0.7412
3286,0.0896,0.1688,0.7416
3287,0.0876,0.17,0.7424
3288,0.0844,0.1716,0.744
3289,0.0832,0.1728,0.744
3290,0.082,0.1744,0.7436
3291,0.0796,0.1752,0.7452
3292,0.0788,0.178,0.7432
3293,0.0768,0.1796,0.7436
3294,0.0752,0.1808,0.744
3295,0.0736,0.1812,0.7452
3296,0.0724,0.1816,0.746
3297,0.0688,0.1828,0.7484
3298,0.0684,0.1848,0.7468
3299,0.066,0.1852,0.7488
3300,0.0644,0.1856,0.75
3301,0.0632,0.1856,0.7512
3302,0.0612,0.188,0.7508
3303,0.0596,0.19,0.7504
3304,0.0568,0.1904,0.7528
3305,0.0564,0.1936,0.75
3306,0.0552,0.1948,0.75
3307,0.0544,0.196,0.7496
3308,0.0536,0.1972,0.7492
3309,0.0512,0.1996,0.7492
3310,0.0484,0.2,0.7516
3311,0.0484,0.202,0.7496
3312,0.0468,0.2032,0.75
3313,0.0464,0.204,0.7496
3314,0.0436,0.2056,0.7508
3315,0.0416,0.2084,0.75
3316,0.0396,0.21,0.7504
3317,0.0376,0.2104,0.752
3318,0.0372,0.2112,0.7516
3319,0.0364,0.2116,0.752
3320,0.0356,0.2128,0.7516
3321,0.034,0.2152,0.7508
3322,0.032,0.2164,0.7516
3323,0.0308,0.2172,0.752
3324,0.0304,0.2188,0.7508
3325,0.0292,0.22,0.7508
3326,0.0276,0.222,0.7504
3327,0.0248,0.2244,0.7508
3328,0.0236,0.2252,0.7512
3329,0.022,0.2272,0.7508
3330,0.0212,0.2272,0.7516
3331,0.0204,0.228,0.7516
3332,0.0192,0.2296,0.7512
3333,0.0184,0.232,0.7496
3334,0.0176,0.2332,0.7492
3335,0.0156,0.236,0.7484
3336,0.0148,0.2364,0.7488
3337,0.0124,0.2376,0.75
3338,0.0112,0.2392,0.7496
3339,0.01,0.242,0.748
3340,0.0084,0.2436,0.748
3341,0.008,0.2448,0.7472
3342,0.0076,0.2456,0.7468
3343,0.0056,0.248,0.7464
3344,0.0032,0.2492,0.7476
3345,0.0032,0.2508,0.746
3346,0.0016,0.2516,0.7468
3347,0.0,0.2524,0.7476
3348,0.0,0.254,0.746
3349,0.0,0.2544,0.7456
3350,0.0,0.2572,0.7428
3351,0.0,0.2592,0.7408
3352,0.0,0.2592,0.7408
3353,0.0,0.2604,0.7396
3354,0.0,0.2604,0.7396
3355,0.0,0.2636,0.7364
3356,0.0,0.2668,0.7332
3357,0.0,0.2692,0.7308
3358,0.0,0.2712,0.7288
3359,0.0,0.2732,0.7268
3360,0.0,0.274,0.726
3361,0.0,0.2756,0.7244
3362,0.0,0.2772,0.7228
3363,0.0,0.2788,0.7212
3364,0.0,0.2796,0.7204
3365,0.0,0.2804,0.7196
3366,0.0,0.2832,0.7168
3367,0.0,0.2852,0.7148
3368,0.0,0.286,0.714
3369,0.0,0.2872,0.7128
3370,0.0,0.2876,0.7124
3371,0.0,0.2888,0.7112
3372,0.0,0.29,0.71
3373,0.0,0.2936,0.7064
3374,0.0,0.296,0.704
3375,0.0,0.2972,0.7028
3376,0.0,0.2984,0.7016
3377,0.0,0.3004,0.6996
3378,0.0,0.3016,0.6984
3379,0.0,0.3028,0.6972
3380,0.0,0.306,0.694
3381,0.0,0.3072,0.6928
3382,0.0,0.3104,0.6896
3383,0.0,0.3108,0.6892
3384,0.0,0.3116,0.6884
3385,0.0,0.3136,0.6864
3386,0.0,0.316,0.684
3387,0.0,0.3168,0.6832
3388,0.0,0.3184,0.6816
3389,0.0,0.3216,0.6784
3390,0.0,0.3232,0.6768
3391,0.0,0.3264,0.6736
3392,0.0,0.3268,0.6732
3393,0.0,0.3276,0.6724
3394,0.0,0.3288,0.6712
3395,0.0,0.33,0.67
3396,0.0,0.332,0.668
3397,0.0,0.3332,0.6668
3398,0.0,0.3356,0.6644
3399,0.0,0.3372,0.6628
3400,0.0,0.3392,0.6608
3401,0.0,0.3396,0.6604
3402,0.0,0.3416,0.6584
3403,0.0,0.344,0.656
3404,0.0,0.3464,0.6536
3405,0.0,0.348,0.652
3406,0.0,0.35,0.65
3407,0.0,0.352,0.648
3408,0.0,0.3552,0.6448
3409,0.0,0.3584,0.6416
3410,0.0,0.3588,0.6412
3411,0.0,0.3604,0.6396
3412,0.0,0.3624,0.6376
3413,0.0,0.3652,0.6348
3414,0.0,0.366,0.634
3415,0.0,0.3664,0.6336
3416,0.0,0.368,0.632
3417,0.0,0.3696,0.6304
3418,0.0,0.3704,0.6296
3419,0.0,0.372,0.628
3420,0.0,0.3752,0.6248
3421,0.0,0.3764,0.6236
3422,0.0,0.3788,0.6212
3423,0.0,0.3808,0.6192
3424,0.0,0.3824,0.6176
3425,0.0,0.3852,0.6148
3426,0.0,0.3876,0.6124
3427,0.0,0.3896,0.6104
3428,0.0,0.3916,0.6084
3429,0.0,0.394,0.606
3430,0.0,0.3964,0.6036
3431,0.0,0.3976,0.6024
3432,0.0,0.3992,0.6008
3433,0.0,0.402,0.598
3434,0.0,0.4036,0.5964
3435,0.0,0.406,0.594
3436,0.0,0.4068,0.5932
3437,0.0,0.4084,0.5916
3438,0.0,0.4096,0.5904
3439,0.0,0.4116,0.5884
3440,0.0,0.4132,0.5868
3441,0.0,0.4156,0.5844
3442,0.0,0.4188,0.5812
3443,0.0,0.4212,0.5788
3444,0.0,0.4236,0.5764
3445,0.0,0.4244,0.5756
3446,0.0,0.4264,0.5736
3447,0.0,0.4284,0.5716
3448,0.0,0.4304,0.5696
3449,0.0,0.432,0.568
3450,0.0,0.4344,0.5656
3451,0.0,0.4376,0.5624
3452,0.0,0.4392,0.5608
3453,0.0,0.4412,0.5588
3454,0.0,0.444,0.556
3455,0.0,0.446,0.554
3456,0.0,0.448,0.552
3457,0.0,0.4512,0.5488
3458,0.0,0.4532,0.5468
3459,0.0,0.456,0.544
3460,0.0,0.4572,0.5428
3461,0.0,0.4584,0.5416
3462,0.0,0.4596,0.5404
3463,0.0,0.4616,0.5384
3464,0.0,0.4628,0.5372
3465,0.0,0.4664,0.5336
3466,0.0,0.47,0.53
3467,0.0,0.4716,0.5284
3468,0.0,0.4728,0.5272
3469,0.0,0.476,0.524
3470,0.0,0.4784,0.5216
3471,0.0,0.4792,0.5208
3472,0.0,0.4828,0.5172
3473,0.0,0.4856,0.5144
3474,0.0,0.4884,0.5116
3475,0.0,0.4904,0.5096
3476,0.0,0.494,0.506
3477,0.0,0.4968,0.5032
3478,0.0,0.498,0.502
3479,0.0,0.5008,0.4992
3480,0.0,0.5028,0.4972
3481,0.0,0.5044,0.4956
3482,0.0,0.5064,0.4936
3483,0.0,0.508,0.492
3484,0.0,0.5092,0.4908
3485,0.0,0.5136,0.4864
3486,0.0,0.516,0.484
3487,0.0,0.5208,0.4792
3488,0.0,0.5216,0.4784
3489,0.0,0.524,0.476
3490,0.0,0.5276,0.4724
3491,0.0,0.5292,0.4708
3492,0.0,0.5324,0.4676
3493,0.0,0.5368,0.4632
3494,0.0,0.5408,0.4592
3495,0.0,0.5428,0.4572
3496,0.0,0.5444,0.4556
3497,0.0,0.5472,0.4528
3498,0.0,0.5508,0.4492
3499,0.0,0.5548,0.4452
3500,0.0,0.56,0.44
3501,0.0,0.5628,0.4372
3502,0.0,0.5656,0.4344
3503,0.0,0.5676,0.4324
3504,0.0,0.5716,0.4284
3505,0.0,0.5752,0.4248
3506,0.0,0.5776,0.4224
3507,0.0,0.5812,0.4188
3508,0.0,0.5852,0.4148
3509,0.0,0.5904,0.4096
3510,0.0,0.592,0.408
3511,0.0,0.594,0.406
3512,0.0,0.5964,0.4036
3513,0.0,0.5984,0.4016
3514,0.0,0.6032,0.3968
3515,0.0,0.6056,0.3944
3516,0.0,0.6072,0.3928
3517,0.0,0.61,0.39
3518,0.0,0.6128,0.3872
3519,0.0,0.6152,0.3848
3520,0.0,0.6176,0.3824
3521,0.0,0.622,0.378
3522,0.0,0.6252,0.3748
3523,0.0,0.6268,0.3732
3524,0.0,0.6296,0.3704
3525,0.0,0.632,0.368
3526,0.0,0.634,0.366
3527,0.0,0.636,0.364
3528,0.0,0.64,0.36
3529,0.0,0.6432,0.3568
3530,0.0,0.6464,0.3536
3531,0.0,0.6484,0.3516
3532,0.0,0.6504,0.3496
3533,0.0,0.6516,0.3484
3534,0.0,0.6532,0.3468
3535,0.0,0.6564,0.3436
3536,0.0,0.66,0.34
3537,0.0,0.6632,0.3368
3538,0.0,0.666,0.334
3539,0.0,0.6696,0.3304
3540,0.0,0.672,0.328
3541,0.0,0.6752,0.3248
3542,0.0,0.6768,0.3232
3543,0.0,0.6784,0.3216
3544,0.0,0.6824,0.3176
3545,0.0,0.6844,0.3156
3546,0.0,0.6876,0.3124
3547,0.0,0.6888,0.3112
3548,0.0,0.6912,0.3088
3549,0.0,0.6936,0.3064
3550,0.0,0.6976,0.3024
3551,0.0,0.6992,0.3008
3552,0.0,0.7024,0.2976
3553,0.0,0.706,0.294
3554,0.0,0.7108,0.2892
3555,0.0,0.712,0.288
3556,0.0,0.7156,0.2844
3557,0.0,0.718,0.282
3558,0.0,0.7204,0.2796
3559,0.0,0.7232,0.2768
3560,0.0,0.7272,0.2728
3561,0.0,0.7288,0.2712
3562,0.0,0.7316,0.2684
3563,0.0,0.7376,0.2624
3564,0.0,0.74,0.26
3565,0.0,0.7444,0.2556
3566,0.0,0.748,0.252
3567,0.0,0.752,0.248
3568,0.0,0.7564,0.2436
3569,0.0,0.7596,0.2404
3570,0.0,0.764,0.236
3571,0.0,0.7668,0.2332
3572,0.0,0.768,0.232
3573,0.0,0.7708,0.2292
3574,0.0,0.774,0.226
3575,0.0,0.778,0.222
3576,0.0,0.7816,0.2184
3577,0.0,0.7844,0.2156
3578,0.0,0.7856,0.2144
3579,0.0,0.788,0.212
3580,0.0,0.7904,0.2096
3581,0.0,0.7936,0.2064
3582,0.0,0.7956,0.2044
3583,0.0,0.7988,0.2012
3584,0.0,0.8012,0.1988
3585,0.0,0.8032,0.1968
3586,0.0,0.8064,0.1936
3587,0.0,0.8088,0.1912
3588,0.0,0.812,0.188
3589,0.0,0.8136,0.1864
3590,0.0,0.8156,0.1844
3591,0.0,0.8172,0.1828
3592,0.0,0.8204,0.1796
3593,0.0,0.822,0.178
3594,0.0,0.8232,0.1768
3595,0.0,0.8264,0.1736
3596,0.0,0.8284,0.1716
3597,0.0,0.83,0.17
3598,0.0,0.832,0.168
3599,0.0,0.8352,0.1648
3600,0.0,0.8376,0.1624
3601,0.0,0.8384,0.1616
3602,0.0,0.8424,0.1576
3603,0.0,0.8436,0.1564
3604,0.0,0.8444,0.1556
3605,0.0,0.8464,0.1536
3606,0.0,0.8496,0.1504
3607,0.0,0.8508,0.1492
3608,0.0,0.8532,0.1468
3609,0.0,0.854,0.146
3610,0.0,0.8564,0.1436
3611,0.0,0.8576,0.1424
3612,0.0,0.86,0.14
3613,0.0,0.8628,0.1372
3614,0.0,0.8648,0.1352
3615,0.0,0.8672,0.1328
3616,0.0,0.8684,0.1316
3617,0.0,0.8696,0.1304
3618,0.0,0.8716,0.1284
3619,0.0,0.8732,0.1268
3620,0.0,0.8736,0.1264
3621,0.0,0.8748,0.1252
3622,0.0,0.8784,0.1216
3623,0.0,0.88,0.12
3624,0.0,0.8808,0.1192
3625,0.0,0.884,0.116
3626,0.0,0.886,0.114
3627,0.0,0.8884,0.1116
3628,0.0,0.8892,0.1108
3629,0.0,0.8908,0.1092
3630,0.0,0.892,0.108
3631,0.0,0.8928,0.1072
3632,0.0,0.8944,0.1056
3633,0.0,0.8952,0.1048
3634,0.0,0.8972,0.1028
3635,0.0,0.9004,0.0996
3636,0.0,0.9024,0.0976
3637,0.0,0.9032,0.0968
3638,0.0,0.904,0.096
3639,0.0,0.9064,0.0936
3640,0.0,0.9076,0.0924
3641,0.0,0.9096,0.0904
3642,0.0,0.9104,0.0896
3643,0.0,0.9116,0.0884
3644,0.0,0.9132,0.0868
3645,0.0,0.916,0.084
3646,0.0,0.9168,0.0832
3647,0.0,0.9176,0.0824
3648,0.0,0.9188,0.0812
3649,0.0,0.9212,0.0788
3650,0.0,0.9224,0.0776
3651,0.0,0.9236,0.0764
3652,0.0,0.9244,0.0756
3653,0.0,0.926,0.074
3654,0.0,0.9272,0.0728
3655,0.0,0.9292,0.0708
3656,0.0,0.932,0.068
3657,0.0,0.9328,0.0672
3658,0.0,0.9336,0.0664
3659,0.0,0.9356,0.0644
3660,0.0,0.936,0.064
3661,0.0,0.9368,0.0632
3662,0.0,0.9376,0.0624
3663,0.0,0.9392,0.0608
3664,0.0,0.9404,0.0596
3665,0.0,0.9424,0.0576
3666,0.0,0.944,0.056
3667,0.0,0.9456,0.0544
3668,0.0,0.9464,0.0536
3669,0.0,0.9484,0.0516
3670,0.0,0.95,0.05
3671,0.0,0.9512,0.0488
3672,0.0,0.952,0.048
3673,0.0,0.952,0.048
3674,0.0,0.9532,0.0468
3675,0.0,0.9544,0.0456
3676,0.0,0.9568,0.0432
3677,0.0,0.9576,0.0424
3678,0.0,0.9588,0.0412
3679,0.0,0.96,0.04
3680,0.0,0.9612,0.0388
3681,0.0,0.9628,0.0372
3682,0.0,0.964,0.036
3683,0.0,0.9652,0.0348
3684,0.0,0.9664,0.0336
3685,0.0,0.9676,0.0324
3686,0.0,0.9684,0.0316
3687,0.0,0.9696,0.0304
3688,0.0,0.9704,0.0296
3689,0.0,0.9716,0.0284
3690,0.0,0.9724,0.0276
3691,0.0,0.9736,0.0264
3692,0.0,0.9752,0.0248
3693,0.0,0.9772,0.0228
3694,0.0,0.9788,0.0212
3695,0.0,0.9788,0.0212
3696,0.0,0.9788,0.0212
3697,0.0,0.9808,0.0192
3698,0.0,0.9816,0.0184
3699,0.0,0.9828,0.0172
3700,0.0,0.9836,0.0164
3701,0.0,0.9856,0.0144
3702,0.0,0.9864,0.0136
3703,0.0,0.9872,0.0128
3704,0.0,0.9888,0.0112
3705,0.0,0.9896,0.0104
3706,0.0,0.9904,0.0096
3707,0.0,0.9912,0.0088
3708,0.0,0.9924,0.0076
3709,0.0,0.994,0.006
3710,0.0,0.9956,0.0044
3711,0.0,0.996,0.004
3712,0.0,0.9968,0.0032
3713,0.0,0.998,0.002
3714,0.0,0.9992,0.0008
3715,0.0,1.0,0.0
